username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;salary;mortgage;others
mtyndall78;Romania;08/11/1989;Unknown;Bachelors;Married; Female;16,5;2770;1650;true;iPhone, Others
hhavill79;Poland;23/01/1967;Unknown;Bachelors;Married; Male;34,5;2944;2274;false;iPhone, Others
gleatherland7a;Cyprus;13/04/1994;Self Employed;Masters;Never Married; Male;28,5;1379;1265;true;Samsung, Honda
dmathen7b;Sweden;17/11/1969;Public;Bachelors;Never Married; Male;29,5;5088;3172;true;iPhone, Others
lhallatt7c;Poland;21/11/1978;Unknown;Bachelors;Married; Male;30,5;2546;1931;false;iPhone, Ford
khindmoor7d;Italy;23/08/1968;Self Employed;High School;Married; Male;30,5;2785;1751;false;Others, Seat
kbrannon7e;Poland;29/03/1990;Private;Bachelors;Married; Male;17,5;2722;1979;false;Others, Non
acone7f;Malta;04/03/1987;Unknown;Bachelors;Married; Male;27;2196;2111;true;Samsung, Seat
fspadelli7g;Belgium;30/10/1973;Self Employed;Bachelors;Married; Female;16,5;2969;2815;true;iPhone, Others
gseebert7h;Italy;06/03/1966;Public;Bachelors;Married; Female;20,5;3005;3253;false;Samsung, Ford
aakester7i;Germany;24/12/1979;Unknown;Doctorate;Divorced; Male;31;2395;2600;false;Samsung, Others
tdennistoun7j;Italy;06/09/1962;Unknown;High School;Married; Male;29,5;2596;1528;false;Others, Seat
jworthington7k;Sweden;10/08/1978;Self Employed;Masters;Married; Male;34,5;5449;3415;true;Iphone, Others
bhowtopreserve7l;Italy;15/06/1978;Unknown;Bachelors;Married; Male;39,5;2737;2081;true;Samsung, Seat
slabbet7m;Portugal;05/01/1968;Unknown;Doctorate;Married; Female;19,5;2338;1646;true;iPhone, Non
opinckney7n;Germany;11/11/1995;Private;Bachelors;Separated; Male;24;924;1325;true;Others, Others
mryott7o;Belgium;31/12/1996;Unknown;Bachelors;Never Married; Male;24,5;1444;1525;true;Others, Others
lbille7p;Bulgaria;02/04/1993;Public;Bachelors;Married; Female;19,5;875;1689;false;Iphone, Audi
kwiggam7q;Hungary;04/02/1986;Unknown;Masters;Married; Female;34;2537;1852;true;Iphone, Others
coheaney7r;Spain;19/06/1991;Private;High School;Married; Female;20,5;2851;2003;false;iPhone, Others
pdepper7s;Spain;17/08/1990;Public;High School;Married; Female;38,5;2381;2987;true;iPhone, Seat
mupfold7t;Austria;08/04/1968;Private;High School;Never Married; Male;39;2862;3074;true;iPhone, Others
cjessard7u;Portugal;05/04/1985;Private;Bachelors;Never Married; Female;19;2933;2096;true;iPhone, Ford
nmorey7v;Poland;16/12/1996;Public;High School;Married; Female;9;1444;1450;true;Samsung, Others
mmackiewicz7w;Spain;11/12/1964;Unknown;Bachelors;Never Married; Male;31,5;2663;2136;true;Others, Non
lfryman7x;Belgium;06/01/1982;Private;Masters;Never Married; Male;20,5;2822;1913;false;Samsung, Non
kdearman7y;Netherlands;08/03/1962;Public;Doctorate;Separated; Male;19;2367;2703;false;Iphone, Others
rcockshoot7z;France;02/02/1978;Self Employed;Bachelors;Married; Male;33;2472;3392;true;iPhone, Non
eharford80;Bulgaria;01/09/1962;Unknown;Bachelors;Married; Female;31,5;2202;2164;false;iPhone, Audi
brubertelli81;France;12/05/1960;Public;High School;Married; Male;40;2739;3455;true;Samsung, Others
ctezure82;Belgium;10/12/1993;Public;High School;Never Married; Male;18,5;998;1295;true;Samsung, BMW
kmansel83;Bulgaria;03/08/1972;Private;Bachelors;Married; Female;19;2202;2662;true;Others, Honda
jplume84;Sweden;01/05/1989;Private;Bachelors;Married; Male;29,5;5523;2000;false;Others, Seat
kditts85;Hungary;16/04/1990;Public;Bachelors;Married; Male;38,5;3031;1429;true;Iphone, Volkswagen
jdenacamp86;Finland;28/03/1967;Private;Bachelors;Married; Female;29;3027;2753;true;iPhone, Others
slealle87;Spain;17/07/1963;Self Employed;High School;Married; Male;31;2511;2949;false;iPhone, Ford
rbassingham88;Romania;20/11/1975;Self Employed;Masters;Married; Female;32;2528;2545;false;Samsung, Others
mbeggini89;Poland;11/05/1985;Public;Bachelors;Never Married; Female;31;2834;2660;false;Iphone, Audi
dgahan8a;Germany;17/10/1971;Unknown;Doctorate;Divorced; Male;31,5;2665;1715;false;iPhone, Volkswagen
slathe8b;Ireland;31/07/1999;Self Employed;Doctorate;Married; Male;31,5;1721;1383;false;iPhone, BMW
rcrannach8c;Spain;03/03/1978;Self Employed;High School;Never Married; Male;20,5;2981;1790;true;Others, Non
bdonegan8d;Belgium;04/01/1998;Private;Doctorate;Divorced; Female;39;1867;1051;true;Iphone, Seat
lhatzar8e;Poland;27/05/1989;Self Employed;Masters;Never Married; Male;38,5;2718;3205;true;iPhone, Others
dgritsaev8f;Italy;26/04/1970;Private;Doctorate;Married; Male;30;2847;2185;false;Iphone, Others
pberthomier8g;Italy;23/12/1973;Self Employed;High School;Divorced; Female;40;2664;1792;false;iPhone, BMW
lbisp8h;Estonia;06/11/1989;Public;High School;Married; Female;30;2455;1837;false;Samsung, Others
sbennison8i;Germany;17/12/1987;Unknown;Bachelors;Married; Male;28,5;2334;2837;false;Samsung, Seat
bdubery8j;Spain;31/10/1970;Public;Bachelors;Divorced; Female;18,5;2645;2126;true;iPhone, Non
ssimkins8k;Germany;12/02/1976;Self Employed;Doctorate;Married; Male;33;2902;1692;true;iPhone, Audi
crudland8l;Italy;01/12/1982;Private;Doctorate;Married; Male;11;2501;1779;true;Samsung, Others
mrickersey8m;Hungary;15/07/1995;Private;Doctorate;Separated; Male;30;1493;1587;true;Samsung, Volkswagen
mmaplethorp8n;Bulgaria;31/08/1996;Private;Masters;Divorced; Male;7;1891;1270;false;Others, Others
bthrustle8o;Austria;19/07/1970;Self Employed;Masters;Separated; Female;25;2342;1704;true;Samsung, Others
cquiddihy8p;Poland;11/06/1975;Public;Bachelors;Never Married; Female;29;2798;3249;true;iPhone, Volkswagen
mboecke8q;Greece;30/05/1970;Self Employed;High School;Married; Male;37;2684;2972;true;Others, Others
mdickman8r;France;13/09/1960;Unknown;Doctorate;Married; Male;21;2674;1728;false;Others, Non
nhoulworth8s;Denmark;28/11/1985;Public;High School;Married; Male;32;2482;1963;false;Samsung, Seat
eduggen8t;Poland;24/03/1994;Private;Bachelors;Married; Female;34;1591;1226;false;Others, Volkswagen
fmckaile8u;Portugal;25/07/1973;Unknown;Bachelors;Married; Female;23;2335;2222;true;iPhone, BMW
bliell8v;Sweden;24/05/1995;Unknown;Bachelors;Married; Female;31;4086;2139;true;iPhone, Volkswagen
npassmore8w;Bulgaria;28/04/1993;Private;Bachelors;Married; Male;27,5;930;1600;false;iPhone, Others
egrenshields8x;Spain;21/07/1984;Unknown;High School;Separated; Male;39;2198;2915;false;iPhone, Others
gthain8y;Netherlands;27/08/1987;Unknown;Bachelors;Married; Male;25,5;2005;1652;false;Samsung, BMW
jkaasmann8z;Croatia;19/03/1960;Self Employed;Masters;Married; Female;17,5;2895;3152;true;Iphone, Others
agribbin90;Croatia;24/10/1981;Private;Bachelors;Separated; Male;29,5;2565;2191;false;Others, Others
cbaudi91;Greece;29/12/1991;Private;High School;Married; Male;36,5;2872;1800;false;Others, Others
uairey92;Portugal;16/03/1962;Self Employed;High School;Divorced; Female;29;2208;2195;true;iPhone, BMW
lcurtois93;Germany;04/06/1962;Unknown;Doctorate;Married; Female;17;2642;2466;true;Iphone, Volkswagen
rsergant94;Belgium;07/08/1960;Unknown;Masters;Divorced; Male;17;2157;1639;true;iPhone, Others
loduilleain95;Spain;25/11/1970;Public;Bachelors;Married; Male;29;2194;2049;true;iPhone, Honda
cwarrillow96;Lithuania;23/06/1984;Public;Doctorate;Married; Male;37,5;2297;1815;false;iPhone, BMW
cbonney97;Greece;29/07/1986;Unknown;High School;Married; Male;15,5;2205;3045;false;iPhone, Others
rdehm98;Spain;01/05/1967;Self Employed;Bachelors;Married; Male;34;2204;1816;false;Samsung, Others
awalczak99;Greece;16/04/1990;Public;Bachelors;Married; Male;39;2197;1671;false;Others, Others
nratazzi9a;Croatia;25/10/1995;Unknown;Bachelors;Married; Male;29;1978;1642;false;Iphone, Non
ohutchison9b;Slovakia;03/11/1996;Private;Bachelors;Married; Male;27;1274;1691;false;iPhone, Ford
gdanigel9c;Germany;03/05/1982;Public;High School;Never Married; Male;29;2217;3008;true;Iphone, BMW
gchristoffersen9d;Germany;08/07/1996;Unknown;High School;Never Married; Male;20,5;1479;1573;true;iPhone, Others
phawney9e;Italy;27/12/1991;Self Employed;Bachelors;Married; Male;27;2421;2468;true;iPhone, Volkswagen
jmccosh9f;Poland;27/12/1978;Self Employed;Bachelors;Divorced; Male;26;2012;2615;false;Others, Honda
zknight9g;Spain;15/07/1978;Unknown;High School;Never Married; Male;31,5;2547;3159;false;Others, Non
kmartyn9h;Luxembourg;07/07/1992;Unknown;Bachelors;Married; Male;34;1807;1319;false;iPhone, Volkswagen
pmcilwaine9i;Belgium;09/05/1990;Unknown;Bachelors;Separated; Male;32;2973;2104;true;Samsung, Honda
criep9j;France;13/05/1974;Private;High School;Married; Male;22;2393;2828;false;iPhone, Volkswagen
ndurtnall9k;Romania;10/12/1971;Unknown;Bachelors;Married; Female;35,5;2349;1583;true;Iphone, Seat
rtrenbay9l;Poland;27/06/1979;Unknown;Bachelors;Divorced; Male;12,5;2446;1754;true;iPhone, Audi
nwitherspoon9m;Belgium;25/11/1990;Self Employed;Masters;Never Married; Male;23;2808;1656;false;Iphone, Others
nwrettum9n;Germany;12/04/1963;Unknown;Bachelors;Separated; Female;26,5;2878;3274;true;Iphone, Others
rtranter9o;Germany;02/11/1994;Private;Masters;Separated; Male;38;1082;1518;false;iPhone, Volkswagen
sferschke9p;Denmark;15/03/1966;Unknown;Bachelors;Married; Male;8;2117;3024;false;Samsung, Volkswagen
tmorrish9q;Spain;15/10/1987;Unknown;Doctorate;Separated; Male;30;2261;3444;true;iPhone, Others
gbigby9r;Germany;18/02/1988;Unknown;Bachelors;Married; Male;33,5;2948;2847;false;Iphone, Ford
rshasnan9s;Bulgaria;29/10/1977;Public;Bachelors;Married; Male;32;2862;2610;false;Samsung, Non
ldeport9t;Belgium;25/07/1962;Public;Bachelors;Never Married; Male;17,5;2831;2295;true;Others, Volkswagen
igemmell9u;Luxembourg;22/08/1974;Public;Bachelors;Married; Male;31,5;2168;2599;true;Samsung, BMW
amcadam9v;Italy;06/06/1979;Private;High School;Married; Male;28,5;2197;1848;false;iPhone, Honda
swithur9w;Poland;23/10/1989;Self Employed;Bachelors;Married; Male;6,5;2695;1451;true;Samsung, Non
ntolomio9x;Germany;29/03/1966;Self Employed;Masters;Married; Male;18;2119;2844;true;Samsung, Ford
tlardge9y;Estonia;27/03/1983;Unknown;Bachelors;Married; Female;29;2492;2290;true;iPhone, BMW
rgallehock9z;Luxembourg;26/05/1963;Public;Bachelors;Married; Male;8;2656;3272;false;iPhone, Seat
lrookesbya0;Slovenia;07/12/1983;Unknown;Bachelors;Married; Female;17;2486;3210;true;iPhone, Others
jhouldina1;Poland;03/06/1991;Private;Doctorate;Never Married; Male;38;2726;2467;true;iPhone, Ford
caronowicza2;Romania;23/02/1992;Self Employed;Masters;Married; Male;5;1536;1429;true;iPhone, Seat
twidmorea3;Poland;14/07/1993;Self Employed;Bachelors;Married; Male;24,5;1533;911;false;Iphone, Seat
ssandya4;Spain;20/11/1961;Self Employed;High School;Married; Male;35;2728;1844;false;Samsung, Non
rcrosswaitea5;Germany;29/08/1966;Self Employed;Bachelors;Married; Male;37,5;2037;2908;false;Iphone, Others
lhextera6;France;17/09/1994;Public;Bachelors;Married; Male;37,5;1827;1143;false;iPhone, Others
kfawlkesa7;Slovakia;25/11/1987;Public;Bachelors;Married; Female;38,5;2149;2846;false;Samsung, Honda
wberthota8;Germany;12/01/1996;Unknown;High School;Married; Female;33;1847;1409;false;iPhone, Others
aadamika9;Spain;13/06/1982;Private;Bachelors;Married; Female;29,5;2983;1876;false;iPhone, Audi
gscogingsaa;Germany;11/03/1972;Unknown;Masters;Married; Female;23;2753;1667;false;iPhone, Others
fgironab;Poland;29/12/1981;Public;Bachelors;Never Married; Male;31;2773;2650;false;Iphone, Non
cburnesac;Poland;17/09/1977;Private;Bachelors;Married; Male;6;2625;1945;true;Iphone, Seat
mpleagerad;Belgium;01/06/1982;Private;High School;Married; Male;21;3012;2602;false;Iphone, Others
ckuhndelae;Poland;30/06/1991;Public;Masters;Married; Male;36,5;2232;2602;false;iPhone, Others
rbottonaf;Hungary;02/08/1985;Public;Masters;Separated; Female;14;2897;1617;false;Others, Seat
mrosaag;Sweden;03/08/1977;Private;High School;Never Married; Female;17;5508;1756;false;Iphone, Honda
drochah;Cyprus;26/02/1961;Public;Masters;Married; Male;35;2832;3263;false;iPhone, Honda
umouanai;Spain;10/09/1992;Self Employed;High School;Married; Male;24;934;1348;true;iPhone, Volkswagen
atrebleaj;Germany;24/01/1972;Unknown;Bachelors;Married; Male;9;2850;2270;true;Samsung, Ford
ahaggartak;France;12/03/1968;Self Employed;Doctorate;Married; Male;21,5;2788;2629;true;iPhone, Others
ofeatherbieal;France;19/06/1989;Public;Bachelors;Divorced; Female;20,5;2472;2594;false;Others, Others
cadamovskyam;Italy;27/12/1971;Self Employed;Masters;Married; Male;36,5;2708;3252;false;Samsung, Audi
asalteran;Romania;30/05/1998;Unknown;Bachelors;Separated; Female;27,5;1909;1524;false;Samsung, Others
tbooleao;Italy;08/02/1970;Unknown;High School;Separated; Female;18;2166;3222;false;Samsung, Volkswagen
cballintimeap;Germany;30/09/1963;Self Employed;Bachelors;Divorced; Female;37;2626;2816;false;iPhone, Others
ekewardaq;Germany;03/08/1961;Private;Bachelors;Married; Male;30,5;2627;2893;false;Samsung, Non
cpetticrowar;Germany;26/08/1989;Private;Doctorate;Separated; Female;37,5;2123;1603;false;Samsung, Volkswagen
bbanvilleas;Spain;22/08/1978;Self Employed;Bachelors;Separated; Female;31;2862;2642;false;Samsung, Others
mbaudassoat;Austria;15/07/1989;Unknown;Bachelors;Married; Female;34,5;2012;2664;true;iPhone, Others
ybernardyau;Belgium;11/07/1993;Self Employed;Bachelors;Never Married; Female;39;1357;1160;false;iPhone, Ford
tduncansonav;Romania;24/09/1994;Private;Doctorate;Married; Male;26;1563;1265;true;Samsung, Volkswagen
trickellaw;Romania;30/11/1993;Self Employed;High School;Divorced; Male;36,5;1560;931;true;Others, BMW
dgiraudoax;France;04/07/1979;Public;Bachelors;Married; Male;33;2116;2430;false;iPhone, Seat
blarwellay;France;03/03/1973;Self Employed;High School;Married; Female;6;2074;2325;false;iPhone, Others
sgleadhallaz;Poland;22/07/1980;Public;Bachelors;Married; Male;32;2353;2961;false;Samsung, Volkswagen
cglyneb0;Netherlands;28/08/1961;Self Employed;Bachelors;Separated; Female;16,5;2978;1843;false;iPhone, Others
swestcotb1;Spain;06/11/1978;Private;Bachelors;Married; Female;36,5;2587;1624;true;iPhone, Non
sbidmeadb2;Poland;02/08/1979;Public;Doctorate;Married; Male;23,5;2209;1560;true;iPhone, Others
mhardanb3;Netherlands;06/09/1996;Self Employed;Masters;Married; Male;31;1850;1404;false;iPhone, Others
rbevilleb4;Spain;14/09/1967;Private;High School;Divorced; Male;7,5;2351;2430;true;Samsung, Others
mpulsfordb5;France;03/08/1977;Public;Bachelors;Married; Female;19;2346;2371;false;Samsung, Others
shazaelb6;Czech Republic;01/03/1960;Public;Bachelors;Married; Male;26;2386;2440;false;iPhone, Others
rgalerb7;Italy;01/06/1996;Private;Doctorate;Married; Female;31;1677;1258;true;Others, Non
wverrillsb8;Italy;31/01/1989;Public;High School;Married; Male;5;2615;2959;false;Samsung, Others
osanziob9;Poland;29/02/1988;Unknown;Masters;Married; Male;17;2381;1424;true;iPhone, Volkswagen
jmcpakeba;Romania;08/05/1965;Self Employed;Masters;Married; Male;28;2800;1472;false;iPhone, Ford
echasteaubb;Poland;22/06/1970;Unknown;High School;Married; Male;32,5;2591;2589;false;Iphone, Ford
bmarkhambc;Czech Republic;23/07/1989;Private;Bachelors;Married; Female;10;2589;2739;false;iPhone, Others
myesinovbd;Spain;20/08/1975;Unknown;High School;Married; Male;39,5;2678;1671;false;iPhone, BMW
smagnusbe;France;30/03/1997;Private;Bachelors;Married; Female;26;2000;903;false;Iphone, Others
mstroderbf;Spain;07/12/1970;Unknown;Bachelors;Separated; Female;33;2759;3432;false;Samsung, Honda
jgommowebg;Spain;14/08/1970;Unknown;Bachelors;Married; Female;9;2306;2146;true;Others, Ford
scollierbh;Poland;18/12/1991;Public;Masters;Married; Male;17,5;2976;2603;true;Samsung, Non
uleheudebi;Cyprus;12/08/1993;Unknown;Doctorate;Divorced; Male;19;1703;1650;false;iPhone, BMW
evigiettibj;Germany;27/03/1974;Unknown;Masters;Married; Male;37,5;2646;2788;true;iPhone, Others
bpietruszewiczbk;Croatia;28/07/1992;Public;Doctorate;Separated; Male;20,5;1595;1111;false;Samsung, Others
gcaldayroubl;Spain;27/01/1990;Public;Bachelors;Married; Female;22;2125;2973;true;iPhone, Others
jingmanbm;Denmark;04/02/1986;Unknown;Bachelors;Separated; Male;35;2120;1437;false;iPhone, Non
otwohigbn;Romania;07/06/1962;Public;Bachelors;Married; Female;28,5;2010;2169;true;Samsung, Others
rshoorbrookebo;France;06/01/1983;Private;Doctorate;Married; Male;8,5;2784;3239;false;Samsung, Others
rabrahamianbp;Germany;14/09/1966;Self Employed;Bachelors;Separated; Male;36;2433;2359;false;Samsung, Audi
zmcgintybq;Spain;26/05/1989;Public;Bachelors;Married; Female;38;2601;3262;true;iPhone, Seat
kneesonbr;Poland;21/03/1988;Public;Masters;Married; Male;37,5;2040;2508;true;Iphone, Volkswagen
tsimpolebs;Bulgaria;09/08/1963;Self Employed;Doctorate;Married; Female;31;2578;3326;false;Iphone, Ford
pwoodleybt;Germany;07/11/1989;Private;Bachelors;Married; Male;37;2029;2486;false;iPhone, BMW
ldalbeybu;France;07/04/1972;Self Employed;Bachelors;Married; Male;24,5;2678;1665;true;Samsung, Audi
hkunradbv;Germany;22/12/1972;Private;Bachelors;Never Married; Male;19;2797;1781;false;Iphone, Ford
kjedrzejewiczbw;France;10/08/1997;Unknown;Doctorate;Married; Male;31,5;1979;1272;false;Others, Honda
lgregolottibx;Romania;30/01/1993;Public;Bachelors;Never Married; Male;19,5;1986;1656;true;iPhone, Others
mstollenbeckerby;Lithuania;12/02/1992;Private;Masters;Divorced; Male;24,5;1204;1578;true;iPhone, Others
pdevonsidebz;France;17/09/1999;Public;Bachelors;Divorced; Male;25;1100;1660;true;Samsung, Others
lpeetermannc0;Luxembourg;07/09/1961;Private;Masters;Married; Female;29,5;2333;1809;false;iPhone, Honda
pgrinstonc1;Luxembourg;15/07/1973;Public;Bachelors;Married; Female;26;2828;1774;true;Samsung, Honda
pwaitc2;France;14/08/1972;Private;Bachelors;Married; Male;30;2859;3093;false;iPhone, Non
qfibbingsc3;Italy;08/01/1964;Private;Doctorate;Divorced; Male;38;2946;3321;true;Samsung, Others
mwollerc4;Romania;09/09/1999;Self Employed;Doctorate;Divorced; Male;40;1917;1172;false;iPhone, Others
wteanbyc5;Germany;02/03/1995;Self Employed;High School;Married; Female;30;1560;1442;true;iPhone, Non
aghelardonic6;Netherlands;18/10/1999;Private;Masters;Separated; Male;26,5;1574;1100;false;Others, Others
jclarkc7;Netherlands;17/02/1961;Public;Bachelors;Divorced; Female;33;2408;2932;false;Samsung, Non
gcritchardc8;Malta;08/01/1987;Public;High School;Married; Male;26;2885;2590;false;Iphone, Ford
lcurrorc9;Germany;28/02/1998;Public;Bachelors;Married; Female;27;1365;1364;true;Samsung, BMW
dnisenca;Italy;28/01/1995;Private;Bachelors;Married; Male;27;1286;1114;false;Samsung, Volkswagen
abartunekcb;France;10/09/1965;Private;Bachelors;Married; Male;37;2317;2835;false;Others, Others
ehaigcc;Italy;26/12/1964;Private;Bachelors;Married; Male;16,5;2323;2969;false;Others, Others
ldonnachiecd;France;27/10/1998;Public;Bachelors;Married; Male;39,5;1261;1175;true;Others, Others
bbernasekce;Poland;23/12/1962;Self Employed;Bachelors;Married; Female;36,5;2844;2017;true;Samsung, Seat
wfewlasscf;Belgium;02/02/1968;Unknown;Doctorate;Married; Male;39,5;2064;3324;false;iPhone, Others
dsantellocg;Hungary;12/07/1973;Public;High School;Never Married; Male;32,5;2958;2990;false;Iphone, Others
lkyllfordch;Ireland;29/07/1990;Public;Masters;Never Married; Female;29,5;2108;2472;false;Iphone, Others
tsavilci;Germany;24/06/1975;Public;Bachelors;Married; Female;36;2201;2456;true;iPhone, Others
othursfieldcj;Sweden;14/03/1976;Private;Bachelors;Married; Male;26;4326;1990;false;iPhone, BMW
