username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;others
dmathen7b;Portugal;12/10/1981;Public;Bachelors;Never Married; Male;29,5;8284;1349;true;iPhone, Others
lhallatt7c;Portugal;2/18/1980;Unknown;Bachelors;Married; Male;30,5;9738;1522;false;iPhone, Ford
khindmoor7d;France;01/03/1987;Self Employed;High School;Married; Male;30,5;9272;1862;false;Others, Seat
kbrannon7e;Italy;5/18/1985;Private;Bachelors;Married; Male;17,5;7896;1029;false;Others, Non
acone7f;France;11/05/1982;Unknown;Bachelors;Married; Male;27;6338;1049;true;Samsung, Seat
fspadelli7g;Germany;03/08/1986;Self Employed;Bachelors;Married; Female;16,5;7011;691;true;iPhone, Others
gseebert7h;Portugal;7/28/1983;Public;Bachelors;Married; Female;20,5;28447;3329;false;Samsung, Ford
aakester7i;France;09/04/1984;Unknown;Doctorate;Divorced; Male;31;8958;1229;false;Samsung, Others
tdennistoun7j;Spain;07/09/1976;Unknown;High School;Married; Male;29,5;7427;1610;false;Others, Seat
jworthington7k;Spain;12/16/1977;Self Employed;Masters;Married; Male;34,5;22410;2179;true;Iphone, Others
bhowtopreserve7l;Germany;2/24/1976;Unknown;Bachelors;Married; Male;39,5;4381;753;true;Samsung, Seat
slabbet7m;Spain;08/02/1979;Unknown;Doctorate;Married; Female;19,5;6691;1729;true;iPhone, Non
opinckney7n;Germany;02/05/1988;Private;Bachelors;Separated; Male;24;8622;1270;true;Others, Others
mryott7o;Italy;03/07/1981;Unknown;Bachelors;Never Married; Male;24,5;5785;645;true;Others, Others
lbille7p;Spain;4/22/1985;Public;Bachelors;Married; Female;19,5;3857;1996;false;Iphone, Audi
kwiggam7q;Italy;11/07/1971;Unknown;Masters;Married; Female;34;8786;730;true;Iphone, Others
coheaney7r;Germany;02/01/1986;Private;High School;Married; Female;20,5;9864;1243;false;iPhone, Others
pdepper7s;Portugal;9/15/1985;Public;High School;Married; Female;38,5;4833;1080;true;iPhone, Seat
mupfold7t;Portugal;12/20/1975;Private;High School;Never Married; Male;39;9094;1071;true;iPhone, Others
cjessard7u;Spain;1/22/1986;Private;Bachelors;Never Married; Female;19;9368;1802;true;iPhone, Ford
nmorey7v;Germany;08/03/1984;Public;High School;Married; Female;9;8545;309;true;Samsung, Others
mmackiewicz7w;Germany;1/24/1987;Unknown;Bachelors;Never Married; Male;31,5;7759;1368;true;Others, Non
lfryman7x;France;8/22/1983;Private;Masters;Never Married; Male;20,5;36334;5607;false;Samsung, Non
kdearman7y;Germany;6/25/1989;Public;Doctorate;Separated; Male;19;16916;1931;false;Iphone, Others
rcockshoot7z;Portugal;08/07/1981;Self Employed;Bachelors;Married; Male;33;6231;1101;true;iPhone, Non
eharford80;France;12/27/1974;Unknown;Bachelors;Married; Female;31,5;7745;1731;false;iPhone, Audi
brubertelli81;Portugal;09/10/1985;Public;High School;Married; Male;40;5550;617;true;Samsung, Others
ctezure82;Spain;12/17/1980;Public;High School;Never Married; Male;18,5;70117;4720;true;Samsung, BMW
kmansel83;France;4/26/1988;Private;Bachelors;Married; Female;19;9491;1499;true;Others, Honda
jplume84;Spain;3/30/1981;Private;Bachelors;Married; Male;29,5;9924;558;false;Others, Seat
kditts85;France;12/22/1976;Public;Bachelors;Married; Male;38,5;4060;1935;true;Iphone, Volkswagen
jdenacamp86;Spain;05/02/1976;Private;Bachelors;Married; Female;29;66086;5931;true;iPhone, Others
slealle87;Italy;2/13/1982;Self Employed;High School;Married; Male;31;4597;613;false;iPhone, Ford
rbassingham88;Germany;1/30/1984;Self Employed;Masters;Married; Female;32;14659;960;false;Samsung, Others
mbeggini89;Italy;5/28/1978;Public;Bachelors;Never Married; Female;31;3121;1181;false;Iphone, Audi
dgahan8a;Portugal;01/04/1973;Unknown;Doctorate;Divorced; Male;31,5;8880;1480;false;iPhone, Volkswagen
slathe8b;France;10/12/1972;Self Employed;Doctorate;Married; Male;31,5;8505;1789;false;iPhone, BMW
rcrannach8c;Spain;3/21/1971;Self Employed;High School;Never Married; Male;20,5;9498;1771;true;Others, Non
bdonegan8d;Portugal;3/23/1981;Private;Doctorate;Divorced; Female;39;9503;982;true;Iphone, Seat
lhatzar8e;Germany;3/22/1983;Self Employed;Masters;Never Married; Male;38,5;5994;1001;true;iPhone, Others
dgritsaev8f;Portugal;7/27/1989;Private;Doctorate;Married; Male;30;4776;1244;false;Iphone, Others
pberthomier8g;Spain;1/18/1989;Self Employed;High School;Divorced; Female;40;7276;1988;false;iPhone, BMW
lbisp8h;Germany;06/03/1981;Public;High School;Married; Female;30;5720;890;false;Samsung, Others
sbennison8i;Germany;6/17/1983;Unknown;Bachelors;Married; Male;28,5;5286;1965;false;Samsung, Seat
bdubery8j;France;03/07/1984;Public;Bachelors;Divorced; Female;18,5;7557;852;true;iPhone, Non
ssimkins8k;Germany;1/17/1986;Self Employed;Doctorate;Married; Male;33;8525;575;true;iPhone, Audi
crudland8l;Spain;9/30/1989;Private;Doctorate;Married; Male;11;3587;314;true;Samsung, Others
mrickersey8m;Portugal;7/26/1976;Private;Doctorate;Separated; Male;30;4317;1762;true;Samsung, Volkswagen
mmaplethorp8n;Spain;05/02/1982;Private;Masters;Divorced; Male;7;6610;300;false;Others, Others
bthrustle8o;France;11/10/1973;Self Employed;Masters;Separated; Female;25;9625;1501;true;Samsung, Others
cquiddihy8p;Spain;1/15/1975;Public;Bachelors;Never Married; Female;29;6555;727;true;iPhone, Volkswagen
mboecke8q;Italy;09/03/1987;Self Employed;High School;Married; Male;37;3117;1367;true;Others, Others
mdickman8r;France;04/11/1977;Unknown;Doctorate;Married; Male;21;5691;1949;false;Others, Non
nhoulworth8s;Spain;1/20/1973;Public;High School;Married; Male;32;4220;1563;false;Samsung, Seat
eduggen8t;Germany;1/26/1973;Private;Bachelors;Married; Female;34;7468;697;false;Others, Volkswagen
fmckaile8u;Spain;1/28/1986;Unknown;Bachelors;Married; Female;23;63793;3979;true;iPhone, BMW
bliell8v;France;09/06/1984;Unknown;Bachelors;Married; Female;31;3336;1466;true;iPhone, Volkswagen
npassmore8w;Italy;9/29/1977;Private;Bachelors;Married; Male;27,5;4109;1234;false;iPhone, Others
egrenshields8x;Italy;11/05/1986;Unknown;High School;Separated; Male;39;5495;847;false;iPhone, Others
gthain8y;Portugal;04/04/1973;Unknown;Bachelors;Married; Male;25,5;3398;1676;false;Samsung, BMW
jkaasmann8z;France;10/18/1971;Self Employed;Masters;Married; Female;17,5;5537;1525;true;Iphone, Others
agribbin90;Portugal;9/14/1975;Private;Bachelors;Separated; Male;29,5;6401;1497;false;Others, Others
cbaudi91;Spain;5/18/1977;Private;High School;Married; Male;36,5;9412;1585;false;Others, Others
uairey92;Germany;07/06/1990;Self Employed;High School;Divorced; Female;29;84693;2804;true;iPhone, BMW
lcurtois93;Spain;7/28/1974;Unknown;Doctorate;Married; Female;17;6244;1010;true;Iphone, Volkswagen
rsergant94;France;09/11/1979;Unknown;Masters;Divorced; Male;17;5924;387;true;iPhone, Others
loduilleain95;Germany;2/28/1971;Public;Bachelors;Married; Male;29;5141;797;true;iPhone, Honda
cwarrillow96;Germany;08/01/1986;Public;Doctorate;Married; Male;37,5;9929;943;false;iPhone, BMW
cbonney97;Spain;3/20/1990;Unknown;High School;Married; Male;15,5;19073;365;false;iPhone, Others
rdehm98;Germany;1/26/1972;Self Employed;Bachelors;Married; Male;34;4158;1563;false;Samsung, Others
awalczak99;Spain;7/19/1987;Public;Bachelors;Married; Male;39;29355;4069;false;Others, Others
nratazzi9a;Spain;05/05/1985;Unknown;Bachelors;Married; Male;29;4266;1996;false;Iphone, Non
ohutchison9b;Portugal;5/27/1978;Private;Bachelors;Married; Male;27;4039;1794;false;iPhone, Ford
gdanigel9c;Spain;10/21/1972;Public;High School;Never Married; Male;29;27115;2618;true;Iphone, BMW
gchristoffersen9d;France;09/05/1978;Unknown;High School;Never Married; Male;20,5;9567;1867;true;iPhone, Others
phawney9e;Spain;8/15/1974;Self Employed;Bachelors;Married; Male;27;5711;1952;true;iPhone, Volkswagen
jmccosh9f;Spain;11/15/1990;Self Employed;Bachelors;Divorced; Male;26;28398;2298;false;Others, Honda
zknight9g;Germany;11/13/1985;Unknown;High School;Never Married; Male;31,5;4389;821;false;Others, Non
kmartyn9h;Germany;5/22/1987;Unknown;Bachelors;Married; Male;34;98528;6070;false;iPhone, Volkswagen
pmcilwaine9i;Germany;3/13/1988;Unknown;Bachelors;Separated; Male;32;61940;2640;true;Samsung, Honda
criep9j;Germany;10/23/1976;Private;High School;Married; Male;22;34103;6768;false;iPhone, Volkswagen
ndurtnall9k;Spain;1/17/1975;Unknown;Bachelors;Married; Female;35,5;41596;5202;true;Iphone, Seat
rtrenbay9l;France;9/22/1988;Unknown;Bachelors;Divorced; Male;12,5;3044;354;true;iPhone, Audi
nwitherspoon9m;Germany;3/27/1974;Self Employed;Masters;Never Married; Male;23;4809;1680;false;Iphone, Others
nwrettum9n;Germany;07/03/1983;Unknown;Bachelors;Separated; Female;26,5;33824;6601;true;Iphone, Others
rtranter9o;France;8/19/1988;Private;Masters;Separated; Male;38;6878;1833;false;iPhone, Volkswagen
sferschke9p;France;7/13/1981;Unknown;Bachelors;Married; Male;8;9824;378;false;Samsung, Volkswagen
tmorrish9q;Portugal;04/04/1972;Unknown;Doctorate;Separated; Male;30;35804;4057;true;iPhone, Others
gbigby9r;Spain;04/02/1989;Unknown;Bachelors;Married; Male;33,5;4995;1434;false;Iphone, Ford
rshasnan9s;Portugal;06/03/1982;Public;Bachelors;Married; Male;32;9938;1245;false;Samsung, Non
ldeport9t;France;09/02/1980;Public;Bachelors;Never Married; Male;17,5;5965;1733;true;Others, Volkswagen
igemmell9u;Germany;9/30/1972;Public;Bachelors;Married; Male;31,5;9699;978;true;Samsung, BMW
amcadam9v;Germany;11/25/1984;Private;High School;Married; Male;28,5;7965;1085;false;iPhone, Honda
swithur9w;Portugal;10/27/1979;Self Employed;Bachelors;Married; Male;6,5;3368;436;true;Samsung, Non
ntolomio9x;France;9/29/1982;Self Employed;Masters;Married; Male;18;3772;1954;true;Samsung, Ford
tlardge9y;Spain;1/20/1984;Unknown;Bachelors;Married; Female;29;3295;760;true;iPhone, BMW
rgallehock9z;France;01/08/1987;Public;Bachelors;Married; Male;8;5861;466;false;iPhone, Seat
lrookesbya0;Italy;05/11/1973;Unknown;Bachelors;Married; Female;17;72607;2550;true;iPhone, Others
jhouldina1;Germany;12/11/1986;Private;Doctorate;Never Married; Male;38;9809;858;true;iPhone, Ford
caronowicza2;Germany;2/16/1981;Self Employed;Masters;Married; Male;5;6053;458;true;iPhone, Seat
twidmorea3;Portugal;06/01/1971;Self Employed;Bachelors;Married; Male;24,5;36064;6334;false;Iphone, Seat
ssandya4;Spain;4/29/1983;Self Employed;High School;Married; Male;35;6981;1600;false;Samsung, Non
rcrosswaitea5;Portugal;4/20/1974;Self Employed;Bachelors;Married; Male;37,5;36331;2508;false;Iphone, Others
lhextera6;France;03/07/1974;Public;Bachelors;Married; Male;37,5;5391;783;false;iPhone, Others
kfawlkesa7;Portugal;7/29/1985;Public;Bachelors;Married; Female;38,5;4377;1307;false;Samsung, Honda
wberthota8;Germany;9/14/1984;Unknown;High School;Married; Female;33;3069;564;false;iPhone, Others
aadamika9;Spain;01/06/1991;Private;Bachelors;Married; Female;29,5;5384;1763;false;iPhone, Audi
gscogingsaa;Spain;11/10/1971;Unknown;Masters;Married; Female;23;5705;799;false;iPhone, Others
fgironab;Portugal;4/26/1986;Public;Bachelors;Never Married; Male;31;4949;723;false;Iphone, Non
cburnesac;Germany;6/17/1973;Private;Bachelors;Married; Male;6;9704;452;true;Iphone, Seat
mpleagerad;France;1/20/1990;Private;High School;Married; Male;21;7764;1751;false;Iphone, Others
ckuhndelae;France;07/03/1971;Public;Masters;Married; Male;36,5;72093;6035;false;iPhone, Others
rbottonaf;Portugal;12/12/1971;Public;Masters;Separated; Female;14;9962;417;false;Others, Seat
mrosaag;France;7/31/1986;Private;High School;Never Married; Female;17;4069;731;false;Iphone, Honda
drochah;Germany;06/03/1974;Public;Masters;Married; Male;35;25969;5053;false;iPhone, Honda
umouanai;Portugal;3/18/1976;Self Employed;High School;Married; Male;24;65585;5278;true;iPhone, Volkswagen
atrebleaj;France;02/06/1971;Unknown;Bachelors;Married; Male;9;9402;476;true;Samsung, Ford
ahaggartak;Portugal;6/30/1981;Self Employed;Doctorate;Married; Male;21,5;6204;563;true;iPhone, Others
ofeatherbieal;Germany;12/25/1987;Public;Bachelors;Divorced; Female;20,5;6426;1118;false;Others, Others
cadamovskyam;Germany;10/27/1973;Self Employed;Masters;Married; Male;36,5;39741;4211;false;Samsung, Audi
asalteran;Germany;12/09/1977;Unknown;Bachelors;Separated; Female;27,5;8995;1016;false;Samsung, Others
tbooleao;France;10/22/1975;Unknown;High School;Separated; Female;18;3372;1615;false;Samsung, Volkswagen
cballintimeap;France;08/04/1983;Self Employed;Bachelors;Divorced; Female;37;3206;1907;false;iPhone, Others
ekewardaq;Portugal;12/24/1984;Private;Bachelors;Married; Male;30,5;7649;641;false;Samsung, Non
cpetticrowar;Portugal;11/26/1980;Private;Doctorate;Separated; Female;37,5;9318;630;false;Samsung, Volkswagen
bbanvilleas;France;7/17/1988;Self Employed;Bachelors;Separated; Female;31;19634;1961;false;Samsung, Others
mbaudassoat;Germany;7/24/1980;Unknown;Bachelors;Married; Female;34,5;31853;3738;true;iPhone, Others
ybernardyau;Germany;3/27/1970;Self Employed;Bachelors;Never Married; Female;39;5535;1141;false;iPhone, Ford
tduncansonav;France;06/02/1975;Private;Doctorate;Married; Male;26;3159;1654;true;Samsung, Volkswagen
trickellaw;Germany;12/23/1981;Self Employed;High School;Divorced; Male;36,5;3269;1804;true;Others, BMW
dgiraudoax;Portugal;2/24/1981;Public;Bachelors;Married; Male;33;5052;1618;false;iPhone, Seat
blarwellay;France;03/02/1980;Self Employed;High School;Married; Female;6;4672;478;false;iPhone, Others
sgleadhallaz;Italy;11/17/1970;Public;Bachelors;Married; Male;32;9456;1754;false;Samsung, Volkswagen
cglyneb0;France;10/27/1986;Self Employed;Bachelors;Separated; Female;16,5;7009;766;false;iPhone, Others
swestcotb1;Italy;4/23/1978;Private;Bachelors;Married; Female;36,5;9800;924;true;iPhone, Non
sbidmeadb2;Spain;9/23/1978;Public;Doctorate;Married; Male;23,5;6589;669;true;iPhone, Others
mhardanb3;Germany;3/21/1989;Self Employed;Masters;Married; Male;31;7716;518;false;iPhone, Others
rbevilleb4;Germany;03/01/1982;Private;High School;Divorced; Male;7,5;3614;399;true;Samsung, Others
mpulsfordb5;Germany;7/21/1977;Public;Bachelors;Married; Female;19;8520;1342;false;Samsung, Others
shazaelb6;Spain;2/17/1985;Public;Bachelors;Married; Male;26;4472;1294;false;iPhone, Others
rgalerb7;Germany;8/22/1975;Private;Doctorate;Married; Female;31;60761;2242;true;Others, Non
wverrillsb8;France;02/02/1978;Public;High School;Married; Male;5;8158;339;false;Samsung, Others
osanziob9;Germany;05/02/1970;Unknown;Masters;Married; Male;17;3440;739;true;iPhone, Volkswagen
jmcpakeba;France;7/29/1976;Self Employed;Masters;Married; Male;28;6252;1012;false;iPhone, Ford
echasteaubb;France;10/26/1979;Unknown;High School;Married; Male;32,5;5279;1504;false;Iphone, Ford
bmarkhambc;France;12/05/1980;Private;Bachelors;Married; Female;10;6759;484;false;iPhone, Others
myesinovbd;Germany;12/30/1975;Unknown;High School;Married; Male;39,5;7915;1615;false;iPhone, BMW
smagnusbe;France;04/05/1989;Private;Bachelors;Married; Female;26;3198;1212;false;Iphone, Others
mstroderbf;Spain;06/11/1978;Unknown;Bachelors;Separated; Female;33;5175;1603;false;Samsung, Honda
jgommowebg;Portugal;8/28/1982;Unknown;Bachelors;Married; Female;9;4393;388;true;Others, Ford
scollierbh;Portugal;9/24/1989;Public;Masters;Married; Male;17,5;8502;1940;true;Samsung, Non
uleheudebi;Italy;01/08/1990;Unknown;Doctorate;Divorced; Male;19;69916;2141;false;iPhone, BMW
evigiettibj;Spain;8/20/1981;Unknown;Masters;Married; Male;37,5;82096;5874;true;iPhone, Others
bpietruszewiczbk;France;5/14/1982;Public;Doctorate;Separated; Male;20,5;31467;5762;false;Samsung, Others
gcaldayroubl;Spain;10/18/1970;Public;Bachelors;Married; Female;22;3302;1608;true;iPhone, Others
jingmanbm;Germany;10/27/1990;Unknown;Bachelors;Separated; Male;35;3664;1496;false;iPhone, Non
otwohigbn;Italy;04/04/1973;Public;Bachelors;Married; Female;28,5;9186;898;true;Samsung, Others
rshoorbrookebo;Germany;11/15/1981;Private;Doctorate;Married; Male;8,5;5771;425;false;Samsung, Others
rabrahamianbp;Italy;2/15/1988;Self Employed;Bachelors;Separated; Male;36;7034;1645;false;Samsung, Audi
zmcgintybq;Spain;8/19/1975;Public;Bachelors;Married; Female;38;6126;1289;true;iPhone, Seat
kneesonbr;Germany;1/22/1981;Public;Masters;Married; Male;37,5;4841;1186;true;Iphone, Volkswagen
tsimpolebs;Portugal;4/29/1986;Self Employed;Doctorate;Married; Female;31;8454;541;false;Iphone, Ford
pwoodleybt;France;06/04/1974;Private;Bachelors;Married; Male;37;7087;821;false;iPhone, BMW
ldalbeybu;Germany;7/25/1975;Self Employed;Bachelors;Married; Male;24,5;4178;674;true;Samsung, Audi
hkunradbv;Germany;07/06/1987;Private;Bachelors;Never Married; Male;19;17137;745;false;Iphone, Ford
kjedrzejewiczbw;Portugal;12/30/1988;Unknown;Doctorate;Married; Male;31,5;8875;1937;false;Others, Honda
lgregolottibx;Italy;02/01/1972;Public;Bachelors;Never Married; Male;19,5;8319;654;true;iPhone, Others
mstollenbeckerby;Spain;08/06/1972;Private;Masters;Divorced; Male;24,5;37814;4284;true;iPhone, Others
pdevonsidebz;France;10/16/1987;Public;Bachelors;Divorced; Male;25;4081;1465;true;Samsung, Others
lpeetermannc0;Germany;12/25/1978;Private;Masters;Married; Female;29,5;24119;5805;false;iPhone, Honda
pgrinstonc1;Portugal;10/11/1980;Public;Bachelors;Married; Female;26;7337;568;true;Samsung, Honda
pwaitc2;Italy;1/25/1982;Private;Bachelors;Married; Male;30;7364;1215;false;iPhone, Non
qfibbingsc3;Italy;7/31/1986;Private;Doctorate;Divorced; Male;38;11026;733;true;Samsung, Others
mwollerc4;France;7/18/1970;Self Employed;Doctorate;Divorced; Male;40;4071;723;false;iPhone, Others
wteanbyc5;France;10/27/1987;Self Employed;High School;Married; Female;30;9475;1640;true;iPhone, Non
aghelardonic6;Germany;5/20/1978;Private;Masters;Separated; Male;26,5;4306;1753;false;Others, Others
jclarkc7;Portugal;1/26/1990;Public;Bachelors;Divorced; Female;33;4400;971;false;Samsung, Non
gcritchardc8;Germany;6/23/1978;Public;High School;Married; Male;26;8752;961;false;Iphone, Ford
lcurrorc9;Portugal;7/21/1989;Public;Bachelors;Married; Female;27;3773;1911;true;Samsung, BMW
dnisenca;Germany;8/18/1972;Private;Bachelors;Married; Male;27;9107;1350;false;Samsung, Volkswagen
abartunekcb;Spain;11/03/1973;Private;Bachelors;Married; Male;37;8749;1399;false;Others, Others
ehaigcc;Italy;2/21/1974;Private;Bachelors;Married; Male;16,5;39101;6687;false;Others, Others
ldonnachiecd;Germany;08/05/1982;Public;Bachelors;Married; Male;39,5;16680;1437;true;Others, Others
bbernasekce;France;12/22/1982;Self Employed;Bachelors;Married; Female;36,5;3170;1185;true;Samsung, Seat
wfewlasscf;Spain;8/21/1975;Unknown;Doctorate;Married; Male;39,5;4005;1462;false;iPhone, Others
dsantellocg;Spain;2/13/1975;Public;High School;Never Married; Male;32,5;15834;1597;false;Iphone, Others
lkyllfordch;France;12/13/1979;Public;Masters;Never Married; Female;29,5;3087;634;false;Iphone, Others
tsavilci;Germany;8/23/1987;Public;Bachelors;Married; Female;36;9579;1011;true;iPhone, Others
othursfieldcj;Germany;9/21/1985;Private;Bachelors;Married; Male;26;30872;4964;false;iPhone, BMW
amcsparranck;France;1/29/1971;Private;Masters;Married; Male;34,5;9622;945;false;Samsung, BMW
twimscl;Germany;7/17/1976;Unknown;Doctorate;Married; Male;27,5;8496;973;true;Iphone, Seat
gsanchiscm;Spain;05/09/1982;Private;High School;Separated; Female;17,5;65603;2804;false;Iphone, Non
